Player,PlayerIOC,Surface,Matches,EloRank,Elo,EloRankSurface,Wins,Losses,WinPercentage,Titles,PointsWonPercentage,GamesWonPercentage,SetsWonPercentage,DecSets,DecSetWins,DecSetWinPercentage,TieBreaks,TieBreaksWon,TieBreaksWonPercentage,ServiceGamesWonPercentage,ReturnGamesWonPercentage,EloServeRank,EloServe,FirstServePercentage,FirstServeWonPercentage,SecondServeWonPercentage,ServicePointsWonPercentage,Aces,AcePercentage,AcesPerServiceGame,DoubleFaultPercentage,DoubleFaultsPerServiceGame,AcesPerDoubleFault,BreakPointsFacedPerServiceGame,BreakPointsSavedPercentage,EloReturnRank,EloReturn,FirstServeReturnPointsWonPercentage,SecondServeReturnPointsWonPercentage,ReturnPointsWonPercentage,AceAgainstPercentage,AcesAgainstPerReturnGame,BreakPointChancesPerReturnGame,BreakPointsConvertedPercentage
Dino Prizmic,CRO,Hard,6,102,1637,148,1,5,0.16667,0,0.47842,0.42857,0.35294,3,0,0,2,2,1,0.6375,0.22222,98,1538,0.68138,0.63662,0.45181,0.57774,18,0.03455,0.225,0.02687,0.175,1.28571,0.7,0.48214,17,1579,0.30838,0.50237,0.38349,0.07706,0.51852,0.46914,0.47368
Terence Atmane,FRA,Hard,7,103,1637,162,1,6,0.14286,0,0.46939,0.44944,0.31579,4,1,0.25,2,0,0,0.71591,0.18889,75,1558,0.59343,0.70262,0.44681,0.59862,59,0.10208,0.67045,0.04498,0.29545,2.26923,0.72727,0.60938,205,1486,0.26852,0.41477,0.32,0.046,0.25556,0.34444,0.54839
Jason Kubler,AUS,Hard,5,104,1636,142,1,4,0.2,0,0.46984,0.46032,0.30769,3,1,0.33333,4,0,0,0.69355,0.23438,128,1524,0.62857,0.63636,0.44872,0.56667,25,0.05952,0.40323,0.03095,0.20968,1.92308,0.64516,0.525,114,1519,0.30556,0.51299,0.37783,0.08145,0.5625,0.65625,0.35714
Dominic Thiem,AUT,Clay,13,105,1633,77,7,6,0.53846,0,0.49565,0.49112,0.5,6,4,0.66667,8,5,0.625,0.80357,0.18235,123,1527,0.6138,0.71095,0.51044,0.63351,75,0.0672,0.44643,0.03674,0.24405,1.82927,0.52976,0.62921,143,1511,0.27246,0.48974,0.35173,0.06268,0.39412,0.49412,0.36905
Dominic Thiem,AUT,Hard,15,105,1633,53,7,8,0.46667,0,0.49505,0.49874,0.51282,7,3,0.42857,8,5,0.625,0.83417,0.16162,123,1527,0.62824,0.72909,0.51688,0.6502,94,0.07373,0.47236,0.04,0.25628,1.84314,0.48744,0.65979,143,1511,0.23865,0.4948,0.33706,0.09185,0.58081,0.45455,0.35556
Marc Andrea Huesler,SUI,Clay,7,106,1631,164,2,5,0.28571,0,0.47901,0.45399,0.29412,2,1,0.5,2,1,0.5,0.775,0.14458,39,1598,0.61682,0.66061,0.54634,0.61682,41,0.07664,0.5125,0.04299,0.2875,1.78261,0.6625,0.66038,241,1472,0.27761,0.44382,0.33528,0.06043,0.37349,0.36145,0.4
Marc Andrea Huesler,SUI,Grass,5,106,1631,83,2,3,0.4,0,0.50731,0.52667,0.5,2,0,0,6,2,0.33333,0.91892,0.14474,39,1598,0.57419,0.78277,0.56566,0.69032,64,0.13763,0.86486,0.04731,0.2973,2.90909,0.37838,0.78571,241,1472,0.2351,0.49215,0.33469,0.08722,0.56579,0.40789,0.35484
Marc Andrea Huesler,SUI,Hard,9,106,1631,115,2,7,0.22222,0,0.48562,0.48571,0.30435,4,1,0.25,5,0,0,0.82927,0.13934,39,1598,0.61772,0.73156,0.49007,0.63924,90,0.11392,0.73171,0.03418,0.21951,3.33333,0.65041,0.7375,241,1472,0.21784,0.5155,0.32162,0.1027,0.62295,0.31967,0.4359
Taro Daniel,JPN,Clay,10,107,1630,130,4,6,0.4,0,0.48441,0.47619,0.42308,3,2,0.66667,2,0,0,0.71304,0.24138,193,1496,0.66952,0.61702,0.53879,0.59117,24,0.03419,0.2087,0.02564,0.15652,1.33333,0.58261,0.50746,135,1513,0.31656,0.50379,0.38327,0.07018,0.44828,0.5,0.48276
Taro Daniel,JPN,Hard,23,107,1630,78,8,15,0.34783,0,0.47996,0.46374,0.35185,6,3,0.5,7,2,0.28571,0.74427,0.18321,193,1496,0.569,0.69556,0.49183,0.60775,96,0.05637,0.36641,0.03464,0.22519,1.62712,0.64122,0.60119,135,1513,0.26188,0.4771,0.34934,0.09184,0.58397,0.46947,0.39024
Fabio Fognini,ITA,Clay,9,108,1630,47,5,4,0.55556,0,0.50211,0.50397,0.55556,5,3,0.6,3,2,0.66667,0.62903,0.38281,365,1416,0.61576,0.63386,0.44479,0.56121,25,0.0303,0.20161,0.05091,0.33871,0.59524,0.79032,0.53061,49,1548,0.37795,0.5463,0.44351,0.04207,0.27344,0.73438,0.52128
Fabio Fognini,ITA,Hard,7,108,1630,127,4,3,0.57143,0,0.48535,0.47059,0.5,2,2,1,4,4,1,0.71053,0.23377,365,1416,0.53175,0.6903,0.47034,0.5873,18,0.03571,0.23684,0.06944,0.46053,0.51429,0.61842,0.53191,49,1548,0.32132,0.50267,0.38654,0.09808,0.66234,0.58442,0.4
J J Wolf,USA,Grass,6,109,1629,,3,3,0.5,0,0.50284,0.53988,0.5,2,1,0.5,6,1,0.16667,0.86585,0.20988,162,1511,0.55706,0.72917,0.58515,0.66538,44,0.08511,0.53659,0.04449,0.28049,1.91304,0.42683,0.68571,148,1509,0.23739,0.52941,0.3475,0.12939,0.8642,0.53086,0.39535
J J Wolf,USA,Hard,23,109,1629,107,9,14,0.3913,0,0.48084,0.45049,0.41818,6,3,0.5,6,6,1,0.71875,0.18533,162,1511,0.54383,0.72191,0.47632,0.60988,155,0.09568,0.60547,0.04506,0.28516,2.12329,0.64062,0.56098,148,1509,0.27835,0.49251,0.35552,0.10252,0.66023,0.55598,0.33333
Lloyd Harris,RSA,Grass,6,110,1629,70,3,3,0.5,0,0.50632,0.5125,0.53333,1,0,0,5,3,0.6,0.90123,0.11392,19,1625,0.66667,0.76608,0.5614,0.69786,91,0.17739,1.12346,0.02534,0.16049,7,0.37037,0.73333,235,1473,0.27463,0.39227,0.31589,0.07946,0.51899,0.44304,0.25714
Lloyd Harris,RSA,Hard,10,110,1629,98,3,7,0.3,0,0.48775,0.48519,0.34615,2,1,0.5,9,2,0.22222,0.88806,0.08824,19,1625,0.63965,0.80702,0.49827,0.69576,139,0.17332,1.03731,0.04489,0.26866,3.86111,0.26866,0.58333,235,1473,0.21236,0.41026,0.28675,0.08795,0.53676,0.36029,0.2449
Stan Wawrinka,SUI,Clay,16,111,1627,68,8,8,0.5,0,0.50173,0.50976,0.52381,7,2,0.28571,8,4,0.5,0.78846,0.22277,52,1577,0.56468,0.73937,0.52135,0.64446,83,0.06429,0.39904,0.03098,0.19231,2.075,0.50962,0.58491,123,1514,0.28554,0.49163,0.36086,0.04434,0.28713,0.57426,0.38793
Stan Wawrinka,SUI,Hard,18,111,1627,79,7,11,0.38889,0,0.50151,0.50734,0.47917,6,1,0.16667,11,3,0.27273,0.81667,0.19409,52,1577,0.54245,0.75776,0.52135,0.6496,172,0.1159,0.71667,0.02628,0.1625,4.41026,0.4375,0.58095,123,1514,0.27886,0.46154,0.3549,0.07272,0.45992,0.51055,0.38017
Facundo Bagnis,ARG,Clay,12,113,1622,67,6,6,0.5,0,0.49521,0.49231,0.5,2,1,0.5,7,3,0.42857,0.78626,0.1938,225,1486,0.65313,0.67227,0.52532,0.6213,52,0.05708,0.39695,0.02415,0.16794,2.36364,0.65649,0.67442,175,1498,0.30797,0.45806,0.36195,0.07541,0.50388,0.53488,0.36232
Radu Albot,MDA,Clay,6,115,1619,104,4,2,0.66667,0,0.52259,0.55944,0.5625,1,1,1,2,1,0.5,0.76389,0.35211,258,1470,0.64459,0.69521,0.47826,0.6181,16,0.03532,0.22222,0.04194,0.26389,0.84211,0.5,0.52778,89,1526,0.39823,0.51648,0.43954,0.04223,0.30986,0.80282,0.4386
Radu Albot,MDA,Hard,7,115,1619,141,2,5,0.28571,0,0.47252,0.43713,0.23529,2,2,1,3,0,0,0.6506,0.22619,258,1470,0.64757,0.6193,0.46798,0.56597,27,0.04688,0.3253,0.03993,0.27711,1.17391,0.84337,0.58571,89,1526,0.28614,0.50909,0.375,0.12319,0.80952,0.63095,0.35849
Yu Hsiou Hsu,TPE,Hard,6,116,1619,71,3,3,0.5,0,0.50194,0.4875,0.4375,1,1,1,1,1,1,0.7375,0.2375,249,1476,0.66537,0.66374,0.52326,0.61673,21,0.04086,0.2625,0.02918,0.1875,1.4,0.6,0.5625,16,1581,0.28743,0.57065,0.38803,0.11583,0.75,0.825,0.28788
Luca Van Assche,FRA,Clay,13,117,1617,161,6,7,0.46154,0,0.49416,0.48475,0.46667,3,2,0.66667,7,4,0.57143,0.71918,0.25503,133,1521,0.6068,0.6688,0.45926,0.58641,29,0.02816,0.19863,0.03107,0.21918,0.90625,0.75342,0.62727,103,1522,0.34052,0.50667,0.40137,0.06348,0.43624,0.66443,0.38384
Luca Van Assche,FRA,Hard,24,117,1617,163,10,14,0.41667,0,0.48983,0.48607,0.42105,12,6,0.5,21,8,0.38095,0.80251,0.17737,133,1521,0.6004,0.70933,0.53226,0.63857,120,0.05949,0.37618,0.03421,0.2163,1.73913,0.55799,0.64607,103,1522,0.26625,0.47619,0.3477,0.11227,0.72477,0.48624,0.36478
Zizou Bergs,BEL,Clay,7,120,1613,144,3,4,0.42857,0,0.50192,0.48731,0.5,6,2,0.33333,4,4,1,0.81,0.15464,80,1552,0.64555,0.71495,0.50638,0.64103,61,0.09201,0.61,0.04525,0.3,2.03333,0.66,0.71212,280,1458,0.29306,0.45749,0.35692,0.04403,0.28866,0.60825,0.25424
Zizou Bergs,BEL,Hard,5,120,1613,192,2,3,0.4,0,0.49875,0.47328,0.42857,2,1,0.5,0,0,,0.8,0.15152,80,1552,0.5975,0.74477,0.50932,0.65,45,0.1125,0.69231,0.0325,0.2,3.46154,0.52308,0.61765,280,1458,0.28125,0.46575,0.34826,0.05721,0.34848,0.48485,0.3125
Jaume Munar,ESP,Clay,25,121,1612,61,13,12,0.52,0,0.51637,0.51948,0.55172,6,1,0.16667,4,2,0.5,0.71111,0.32714,269,1465,0.68613,0.65712,0.4825,0.60231,61,0.03526,0.22593,0.04046,0.25926,0.87143,0.67778,0.57377,58,1540,0.37875,0.53478,0.4344,0.02591,0.17472,0.84387,0.38767
Jaume Munar,ESP,Hard,8,121,1612,246,2,6,0.25,0,0.49431,0.49738,0.38095,2,0,0,1,0,0,0.78947,0.20833,269,1465,0.65749,0.7199,0.44724,0.62651,39,0.06713,0.41053,0.03787,0.23158,1.77273,0.46316,0.54545,58,1540,0.30318,0.5,0.37596,0.05547,0.375,0.55208,0.37736
Emilio Nava,USA,Hard,6,122,1612,91,1,5,0.16667,0,0.47302,0.46622,0.21429,0,0,,5,0,0,0.7973,0.13514,91,1543,0.67137,0.71171,0.43558,0.62097,48,0.09677,0.64865,0.04234,0.28378,2.28571,0.54054,0.625,256,1467,0.26198,0.41912,0.30958,0.02227,0.13514,0.40541,0.33333
Rinky Hijikata,AUS,Grass,6,124,1610,66,4,2,0.66667,0,0.51522,0.53793,0.53333,3,3,1,2,0,0,0.84932,0.22222,203,1493,0.57749,0.74632,0.53769,0.65817,24,0.05096,0.32877,0.0276,0.17808,1.84615,0.42466,0.64516,64,1536,0.30928,0.47644,0.37552,0.08091,0.54167,0.59722,0.37209
Rinky Hijikata,AUS,Hard,24,124,1610,113,11,13,0.45833,0,0.49146,0.48908,0.45161,6,4,0.66667,10,5,0.5,0.74662,0.23411,203,1493,0.56698,0.69204,0.47972,0.6001,114,0.0572,0.38514,0.04064,0.27365,1.40741,0.69257,0.63415,64,1536,0.2918,0.52673,0.38249,0.10116,0.67224,0.699,0.33493
James Duckworth,AUS,Hard,12,125,1610,110,5,7,0.41667,0,0.49248,0.47751,0.46667,4,1,0.25,7,5,0.71429,0.84138,0.11111,85,1549,0.62873,0.73111,0.58631,0.67735,109,0.12044,0.75172,0.01989,0.12414,6.05556,0.45517,0.65152,334,1437,0.20562,0.47975,0.30449,0.14045,0.86806,0.35417,0.31373
Yosuke Watanuki,JPN,Hard,9,127,1609,151,3,6,0.33333,0,0.47873,0.44262,0.34783,3,1,0.33333,7,5,0.71429,0.77869,0.10656,71,1560,0.54408,0.76157,0.48619,0.63602,91,0.11461,0.7459,0.03778,0.2459,3.03333,0.55738,0.60294,285,1457,0.2815,0.38828,0.31882,0.0717,0.45902,0.40984,0.26
Daniel Evans,GBR,Clay,6,129,1608,169,0,6,0,0,0.46479,0.42177,0.13333,2,0,0,3,0,0,0.68919,0.15068,124,1527,0.57692,0.63,0.51364,0.58077,16,0.03077,0.21622,0.04423,0.31081,0.69565,0.7973,0.61017,102,1523,0.25347,0.46774,0.33755,0.09283,0.60274,0.52055,0.28947
Daniel Evans,GBR,Hard,29,129,1608,72,13,16,0.44828,1,0.50159,0.50646,0.48611,10,4,0.4,11,2,0.18182,0.80229,0.20977,124,1527,0.56856,0.73878,0.51426,0.64191,121,0.05513,0.3467,0.0451,0.28367,1.22222,0.5043,0.60795,102,1523,0.27997,0.49578,0.3614,0.11561,0.72989,0.54598,0.38421
Sumit Nagal,IND,Clay,5,132,1601,105,2,3,0.4,0,0.49312,0.50769,0.42857,4,2,0.5,1,0,0,0.78462,0.23077,189,1498,0.68884,0.63103,0.64122,0.6342,9,0.02138,0.13846,0.01425,0.09231,1.5,0.58462,0.63158,125,1514,0.26446,0.46324,0.33598,0.04762,0.27692,0.4,0.57692
Sumit Nagal,IND,Hard,6,132,1601,208,3,3,0.5,0,0.49252,0.46552,0.5625,1,0,0,1,1,1,0.77586,0.15517,189,1498,0.66574,0.66527,0.58333,0.63788,9,0.02507,0.15517,0.01393,0.08621,1.8,0.68966,0.675,125,1514,0.2511,0.51007,0.35372,0.0984,0.63793,0.39655,0.3913
Liam Broady,GBR,Grass,8,133,1601,95,4,4,0.5,0,0.50932,0.51887,0.52174,2,1,0.5,0,0,,0.74766,0.28571,292,1452,0.54574,0.71591,0.50512,0.62016,31,0.04806,0.28972,0.04496,0.27103,1.06897,0.54206,0.53448,19,1570,0.338,0.51685,0.40661,0.07328,0.48571,0.67619,0.42254
Liam Broady,GBR,Hard,5,133,1601,124,2,3,0.4,0,0.49347,0.49,0.45455,1,0,0,2,1,0.5,0.7,0.28,292,1452,0.57412,0.67136,0.46203,0.58221,15,0.04043,0.3,0.04313,0.32,0.9375,0.92,0.67391,19,1570,0.32124,0.496,0.38994,0.10377,0.66,0.6,0.46667
Diego Schwartzman,ARG,Clay,7,136,1594,74,2,5,0.28571,0,0.4749,0.43407,0.38095,3,1,0.33333,2,1,0.5,0.60674,0.26882,353,1424,0.66492,0.58793,0.45312,0.54276,8,0.01396,0.08989,0.0349,0.22472,0.4,0.77528,0.49275,57,1541,0.34359,0.52381,0.41433,0.03583,0.24731,0.72043,0.37313
Diego Schwartzman,ARG,Hard,15,136,1594,93,4,11,0.26667,0,0.47043,0.43182,0.32432,7,3,0.42857,2,2,1,0.67816,0.19101,353,1424,0.66463,0.63075,0.47917,0.57991,18,0.01572,0.10345,0.03581,0.23563,0.43902,0.73563,0.5625,57,1541,0.27727,0.47561,0.35327,0.10748,0.64607,0.44944,0.425
Max Purcell,AUS,Clay,6,137,1593,181,3,3,0.5,0,0.47965,0.46448,0.44444,2,2,1,2,1,0.5,0.79348,0.13187,137,1519,0.54132,0.71028,0.54044,0.63238,36,0.06071,0.3913,0.02698,0.17391,2.25,0.56522,0.63462,242,1472,0.25075,0.41089,0.31099,0.07821,0.46154,0.35165,0.375
Max Purcell,AUS,Hard,34,137,1593,144,12,22,0.35294,0,0.49099,0.47991,0.41176,11,3,0.27273,16,5,0.3125,0.79097,0.17176,137,1519,0.59003,0.73773,0.49016,0.63623,314,0.11514,0.74584,0.0385,0.24941,2.99048,0.56057,0.62712,242,1472,0.26416,0.47492,0.34175,0.0942,0.58824,0.45647,0.37629
Filip Misolic,AUT,Clay,5,138,1590,90,2,3,0.4,0,0.47253,0.42969,0.46154,3,1,0.33333,3,3,1,0.73016,0.13846,170,1508,0.62945,0.69434,0.46795,0.61045,19,0.04513,0.30159,0.02613,0.1746,1.72727,0.69841,0.61364,109,1522,0.28016,0.41135,0.32663,0.04774,0.29231,0.35385,0.3913
Quentin Halys,FRA,Hard,9,139,1589,170,3,6,0.33333,0,0.47473,0.44706,0.36,2,1,0.5,4,4,1,0.8125,0.07874,50,1583,0.59828,0.76591,0.45566,0.64128,128,0.15725,1,0.05405,0.34375,2.90909,0.59375,0.68421,364,1416,0.2,0.4562,0.29372,0.11081,0.65354,0.29921,0.26316
Guido Pella,ARG,Clay,5,140,1588,141,2,3,0.4,0,0.48362,0.45732,0.41176,3,2,0.66667,3,2,0.66667,0.80488,0.10976,138,1519,0.65774,0.69477,0.5419,0.64245,16,0.03059,0.19512,0.03633,0.23171,0.84211,0.62195,0.68627,128,1514,0.24333,0.43256,0.32233,0.0835,0.52439,0.36585,0.3
Guido Pella,ARG,Grass,5,140,1588,60,3,2,0.6,0,0.48778,0.50282,0.5,3,2,0.66667,4,2,0.5,0.76087,0.22353,138,1519,0.73754,0.63964,0.51266,0.60631,32,0.05316,0.34783,0.02326,0.15217,2.28571,0.69565,0.65625,128,1514,0.24308,0.53371,0.34592,0.0994,0.58824,0.45882,0.48718
Federico Coria,ARG,Clay,22,141,1588,81,11,11,0.5,0,0.4973,0.49,0.49057,7,4,0.57143,5,3,0.6,0.652,0.328,347,1428,0.66606,0.6149,0.4692,0.56624,45,0.02722,0.18,0.03085,0.204,0.88235,0.788,0.55838,18,1572,0.35553,0.54394,0.42951,0.03391,0.228,0.808,0.40594
Arthur Rinderknech,FRA,Clay,14,142,1587,100,6,8,0.42857,0,0.49913,0.49459,0.48649,7,3,0.42857,8,5,0.625,0.83516,0.16489,35,1604,0.5809,0.78843,0.5,0.66755,128,0.11317,0.7033,0.04509,0.28022,2.5098,0.47802,0.65517,358,1420,0.24962,0.45059,0.33646,0.06149,0.38298,0.40426,0.40789
Arthur Rinderknech,FRA,Grass,6,142,1587,136,2,4,0.33333,0,0.50496,0.50943,0.4,1,0,0,7,2,0.28571,0.85897,0.17284,35,1604,0.65613,0.78313,0.47126,0.67589,63,0.12451,0.80769,0.03162,0.20513,3.9375,0.42308,0.66667,358,1420,0.26901,0.46875,0.33267,0.07769,0.48148,0.4321,0.4
Arthur Rinderknech,FRA,Hard,15,142,1587,121,6,9,0.4,0,0.48764,0.47354,0.41667,2,1,0.5,12,6,0.5,0.8254,0.12169,35,1604,0.65253,0.76375,0.44836,0.65416,157,0.12806,0.83069,0.02692,0.1746,4.75758,0.42857,0.59259,358,1420,0.23629,0.43585,0.3178,0.06905,0.43915,0.40741,0.2987
Daniel Altmaier,GER,Clay,22,144,1585,108,10,12,0.45455,0,0.49515,0.5,0.48148,6,2,0.33333,11,4,0.36364,0.76172,0.23622,178,1502,0.65538,0.67136,0.48571,0.60738,85,0.05231,0.33203,0.02769,0.17578,1.88889,0.53906,0.55797,146,1510,0.31133,0.50152,0.38627,0.04597,0.30315,0.6063,0.38961
Daniel Altmaier,GER,Hard,21,144,1585,146,8,13,0.38095,0,0.4843,0.47826,0.40816,4,1,0.25,11,5,0.45455,0.78838,0.16942,178,1502,0.65172,0.6852,0.49735,0.61978,115,0.07064,0.47718,0.03071,0.20747,2.3,0.61411,0.65541,146,1510,0.25655,0.46367,0.33668,0.0676,0.41736,0.43802,0.38679
Arthur Cazaux,FRA,Hard,10,145,1584,125,5,5,0.5,0,0.51104,0.54355,0.48276,2,1,0.5,8,2,0.25,0.88276,0.19718,47,1588,0.60242,0.78062,0.50693,0.67181,126,0.13877,0.86897,0.02093,0.13103,6.63158,0.37241,0.68519,156,1507,0.26964,0.47965,0.34956,0.06084,0.38732,0.45775,0.43077
Ilya Ivashka,BLR,Hard,5,146,1583,130,2,3,0.4,0,0.49112,0.47134,0.4375,4,2,0.5,3,2,0.66667,0.72727,0.225,245,1477,0.60618,0.70701,0.43137,0.59846,31,0.05985,0.4026,0.07722,0.51948,0.775,0.80519,0.66129,144,1510,0.24468,0.55607,0.37903,0.07863,0.4875,0.45,0.5
Otto Virtanen,FIN,Hard,8,147,1583,147,5,3,0.625,0,0.49174,0.49756,0.57143,3,2,0.66667,6,4,0.66667,0.83,0.18095,188,1499,0.57293,0.75853,0.47183,0.63609,78,0.11729,0.78,0.05263,0.35,2.22857,0.47,0.6383,260,1466,0.3082,0.43056,0.34783,0.05547,0.35238,0.52381,0.34545
Joao Fonseca,BRA,Clay,10,148,1582,131,5,5,0.5,0,0.50798,0.51931,0.54167,4,1,0.25,5,3,0.6,0.75862,0.28205,172,1507,0.63017,0.66102,0.55235,0.62083,25,0.03338,0.21552,0.03071,0.19828,1.08696,0.49138,0.50877,52,1546,0.32897,0.55909,0.39603,0.03179,0.20513,0.66667,0.42308
Richard Gasquet,FRA,Clay,6,151,1580,129,1,5,0.16667,0,0.47339,0.43165,0.21429,0,0,,2,1,0.5,0.63768,0.22857,183,1501,0.53829,0.64435,0.46829,0.56306,17,0.03829,0.24638,0.03153,0.2029,1.21429,0.71014,0.4898,206,1486,0.28405,0.52198,0.38269,0.07517,0.47143,0.54286,0.42105
Richard Gasquet,FRA,Grass,6,151,1580,51,2,4,0.33333,0,0.47725,0.43312,0.33333,2,1,0.5,2,2,1,0.77922,0.1,183,1501,0.61568,0.68012,0.52736,0.62141,27,0.05163,0.35065,0.04207,0.28571,1.22727,0.68831,0.67925,206,1486,0.25159,0.45408,0.32941,0.17255,1.1,0.3875,0.25806
Richard Gasquet,FRA,Hard,14,151,1580,88,3,11,0.21429,0,0.4689,0.4256,0.28571,4,1,0.25,6,2,0.33333,0.74545,0.11696,183,1501,0.60454,0.6964,0.5,0.61873,68,0.06433,0.41212,0.035,0.22424,1.83784,0.61818,0.58824,206,1486,0.24441,0.44924,0.32019,0.12582,0.78363,0.40936,0.28571
Pedro Martinez,ESP,Clay,15,152,1579,80,9,6,0.6,0,0.51009,0.52332,0.55,8,5,0.625,7,4,0.57143,0.75258,0.29167,303,1448,0.68944,0.66216,0.495,0.61025,20,0.01553,0.10309,0.04348,0.28866,0.35714,0.6134,0.59664,88,1526,0.33591,0.52242,0.41008,0.06822,0.45833,0.69792,0.41791
Hugo Gaston,FRA,Clay,6,154,1576,128,2,4,0.33333,0,0.4801,0.44706,0.41176,4,1,0.25,5,4,0.8,0.65476,0.24419,351,1426,0.57601,0.65689,0.45418,0.57095,16,0.02703,0.19048,0.02872,0.20238,0.94118,0.83333,0.58571,124,1514,0.34392,0.46919,0.38879,0.07131,0.48837,0.66279,0.36842
Hugo Gaston,FRA,Hard,11,154,1576,133,5,6,0.45455,0,0.47656,0.43956,0.43333,3,2,0.66667,5,4,0.8,0.67883,0.19853,351,1426,0.58199,0.6372,0.50769,0.58307,34,0.03644,0.24818,0.03323,0.22628,1.09677,0.81022,0.6036,124,1514,0.27477,0.50145,0.36364,0.11591,0.75,0.61029,0.3253
Aleksandar Vukic,AUS,Clay,10,155,1575,168,4,6,0.4,0,0.48489,0.43925,0.43478,3,1,0.33333,5,5,1,0.71028,0.16822,116,1529,0.59837,0.70295,0.45608,0.6038,57,0.07734,0.53271,0.02307,0.15888,3.35294,0.72897,0.60256,254,1468,0.27729,0.51341,0.363,0.07928,0.53271,0.48598,0.34615
Aleksandar Vukic,AUS,Grass,5,155,1575,129,2,3,0.4,0,0.49125,0.45946,0.35714,1,1,1,6,3,0.5,0.82192,0.10667,116,1529,0.62445,0.74476,0.55233,0.67249,50,0.10917,0.68493,0.01965,0.12329,5.55556,0.41096,0.56667,254,1468,0.24211,0.42105,0.30921,0.0943,0.57333,0.24,0.44444
Aleksandar Vukic,AUS,Hard,26,155,1575,158,10,16,0.38462,0,0.48152,0.46305,0.41538,10,4,0.4,17,11,0.64706,0.77711,0.14804,116,1529,0.58715,0.71417,0.5028,0.62691,224,0.10356,0.6747,0.02404,0.15663,4.30769,0.53614,0.58427,254,1468,0.2534,0.44416,0.3266,0.09212,0.56495,0.40483,0.36567
Luca Nardi,ITA,Hard,7,156,1575,177,3,4,0.42857,0,0.5,0.47458,0.45455,5,3,0.6,5,2,0.4,0.8,0.13793,180,1502,0.68496,0.73902,0.47191,0.65487,33,0.05841,0.36667,0.03186,0.2,1.83333,0.48889,0.59091,113,1519,0.21846,0.51724,0.34291,0.05386,0.34483,0.3908,0.35294
Jiri Vesely,CZE,Hard,5,157,1574,104,2,3,0.4,0,0.46319,0.44809,0.36842,2,2,1,2,2,1,0.76923,0.13043,48,1585,0.61775,0.73314,0.45972,0.62862,55,0.09964,0.6044,0.07065,0.42857,1.41026,0.49451,0.53333,343,1429,0.20821,0.43889,0.28791,0.16507,0.93478,0.27174,0.48
Albert Ramos,ESP,Clay,18,159,1574,82,8,10,0.44444,0,0.48965,0.48317,0.43478,8,5,0.625,4,1,0.25,0.67805,0.29384,305,1447,0.6305,0.63372,0.47421,0.57478,29,0.02126,0.14146,0.02639,0.17561,0.80556,0.8,0.59756,121,1516,0.32757,0.5364,0.40605,0.06192,0.40758,0.7346,0.4
Albert Ramos,ESP,Hard,6,159,1574,182,1,5,0.16667,0,0.44968,0.41497,0.13333,1,1,1,2,0,0,0.67568,0.15068,305,1447,0.62376,0.65397,0.41579,0.56436,18,0.03564,0.24324,0.02178,0.14865,1.63636,0.63514,0.48936,121,1516,0.21377,0.49673,0.31469,0.11422,0.67123,0.28767,0.52381
Soon Woo Kwon,KOR,Hard,8,161,1573,120,1,7,0.125,0,0.46497,0.43284,0.2381,1,0,0,3,1,0.33333,0.74,0.12871,131,1521,0.58833,0.65796,0.51119,0.59754,40,0.06144,0.4,0.04301,0.28,1.42857,0.62,0.58065,160,1504,0.25301,0.47368,0.32231,0.13554,0.81188,0.35644,0.36111
Hugo Grenier,FRA,Hard,6,162,1572,136,2,4,0.33333,0,0.476,0.45026,0.42105,3,1,0.33333,7,4,0.57143,0.73684,0.16667,196,1495,0.63578,0.70854,0.42544,0.60543,67,0.10703,0.70526,0.05591,0.36842,1.91429,0.67368,0.60938,162,1503,0.30583,0.42453,0.34615,0.07532,0.48958,0.41667,0.4
Juan Manuel Cerundolo,ARG,Clay,6,167,1565,139,1,5,0.16667,0,0.46461,0.40714,0.26667,3,1,0.33333,1,1,1,0.66667,0.15493,271,1463,0.60407,0.6367,0.50286,0.58371,13,0.02941,0.18841,0.05204,0.33333,0.56522,0.72464,0.54,101,1523,0.27969,0.43931,0.34332,0.08986,0.5493,0.38028,0.40741
Juan Manuel Cerundolo,ARG,Hard,6,167,1565,132,4,2,0.66667,0,0.48139,0.47458,0.5,3,3,1,4,3,0.75,0.71111,0.22989,271,1463,0.55838,0.70606,0.41379,0.57699,27,0.04569,0.3,0.06261,0.41111,0.72973,0.62222,0.53571,101,1523,0.31124,0.49309,0.38121,0.07447,0.48276,0.65517,0.35088
Andrea Vavassori,ITA,Clay,7,169,1564,132,3,4,0.42857,0,0.49383,0.47761,0.45,2,1,0.5,6,3,0.5,0.74747,0.21569,112,1531,0.6075,0.68884,0.48529,0.60895,38,0.05483,0.38384,0.03896,0.27273,1.40741,0.75758,0.66667,287,1455,0.3192,0.48729,0.37719,0.03216,0.21569,0.55882,0.38596
Maximilian Marterer,GER,Clay,6,171,1562,186,2,4,0.33333,0,0.47656,0.44355,0.42857,2,0,0,6,4,0.66667,0.73016,0.14754,106,1535,0.67784,0.6654,0.496,0.61082,27,0.06959,0.42857,0.03351,0.20635,2.07692,0.55556,0.51429,301,1450,0.23387,0.53788,0.33947,0.07368,0.45902,0.37705,0.3913
