Player,PlayerIOC,Surface,Matches,EloRank,Elo,EloRankSurface,Wins,Losses,WinPercentage,Titles,PointsWonPercentage,GamesWonPercentage,SetsWonPercentage,DecSets,DecSetWins,DecSetWinPercentage,TieBreaks,TieBreaksWon,TieBreaksWonPercentage,ServiceGamesWonPercentage,ReturnGamesWonPercentage,EloServeRank,EloServe,FirstServePercentage,FirstServeWonPercentage,SecondServeWonPercentage,ServicePointsWonPercentage,Aces,AcePercentage,AcesPerServiceGame,DoubleFaultPercentage,DoubleFaultsPerServiceGame,AcesPerDoubleFault,BreakPointsFacedPerServiceGame,BreakPointsSavedPercentage,EloReturnRank,EloReturn,FirstServeReturnPointsWonPercentage,SecondServeReturnPointsWonPercentage,ReturnPointsWonPercentage,AceAgainstPercentage,AcesAgainstPerReturnGame,BreakPointChancesPerReturnGame,BreakPointsConvertedPercentage
Maximilian Marterer,GER,Hard,10,171,1562,172,3,7,0.3,0,0.4672,0.44059,0.28571,0,0,,3,1,0.33333,0.74757,0.12121,106,1535,0.63126,0.67067,0.50617,0.61002,56,0.08498,0.54369,0.02428,0.15534,3.5,0.61165,0.5873,301,1450,0.18283,0.50435,0.30795,0.13029,0.77778,0.35354,0.34286
Daniel Elahi Galan,COL,Clay,17,172,1562,126,5,12,0.29412,0,0.48167,0.44938,0.35714,6,2,0.33333,8,4,0.5,0.71782,0.18227,207,1493,0.60632,0.66435,0.47594,0.59018,85,0.05965,0.42079,0.02105,0.14851,2.83333,0.71287,0.60417,190,1491,0.29032,0.49231,0.36772,0.05232,0.34975,0.61084,0.29839
Daniel Elahi Galan,COL,Grass,5,172,1562,71,3,2,0.6,0,0.50607,0.52326,0.52941,1,1,1,4,2,0.5,0.80233,0.24419,207,1493,0.63778,0.71467,0.47368,0.62738,49,0.08492,0.56977,0.01906,0.12791,4.45455,0.68605,0.71186,190,1491,0.27723,0.50262,0.36437,0.07692,0.44186,0.45349,0.53846
Daniel Elahi Galan,COL,Hard,12,172,1562,214,3,9,0.25,0,0.47787,0.44128,0.32353,5,2,0.4,5,3,0.6,0.69718,0.17986,207,1493,0.63066,0.68352,0.42618,0.58848,82,0.08436,0.57746,0.02058,0.14085,4.1,0.73944,0.59048,190,1491,0.2972,0.46526,0.3588,0.05869,0.38129,0.47482,0.37879
Marco Cecchinato,ITA,Clay,5,174,1558,92,1,4,0.2,0,0.43516,0.33654,0.16667,1,1,1,2,1,0.5,0.54717,0.11765,369,1407,0.59896,0.57391,0.47403,0.53385,7,0.01823,0.13208,0.02604,0.18868,0.7,0.86792,0.47826,319,1441,0.26471,0.40566,0.3129,0.03871,0.23529,0.35294,0.33333
Benjamin Bonzi,FRA,Hard,12,177,1554,123,3,9,0.25,0,0.48726,0.46369,0.37143,3,0,0,9,4,0.44444,0.76243,0.15819,118,1528,0.60213,0.71681,0.49554,0.62877,97,0.08615,0.53591,0.03375,0.20994,2.55263,0.56354,0.57843,181,1495,0.27046,0.48077,0.35324,0.10345,0.69492,0.49153,0.32184
Francesco Passaro,ITA,Clay,5,180,1551,157,2,3,0.4,0,0.48471,0.47059,0.38462,3,2,0.66667,5,2,0.4,0.83824,0.10294,96,1540,0.5902,0.73208,0.55435,0.65924,32,0.07127,0.47059,0.04454,0.29412,1.6,0.42647,0.62069,304,1449,0.18605,0.47727,0.30415,0.07604,0.48529,0.32353,0.31818
Zachary Svajda,USA,Hard,6,184,1544,140,2,4,0.33333,0,0.48049,0.44785,0.375,2,1,0.5,3,2,0.66667,0.73494,0.15,206,1493,0.6357,0.67335,0.485,0.60474,27,0.04918,0.3253,0.0255,0.16867,1.92857,0.73494,0.63934,77,1529,0.27036,0.46154,0.34462,0.08167,0.5125,0.5375,0.27907
Elias Ymer,SWE,Hard,8,196,1535,222,3,5,0.375,0,0.4884,0.46429,0.38889,3,2,0.66667,0,0,,0.70588,0.21687,296,1451,0.59674,0.73038,0.4697,0.62525,46,0.09369,0.54118,0.04684,0.27059,2,0.44706,0.34211,247,1470,0.29338,0.45902,0.354,0.064,0.38554,0.48193,0.45
Hugo Dellien,BOL,Clay,7,197,1532,113,1,6,0.14286,0,0.45673,0.39521,0.22222,3,1,0.33333,2,1,0.5,0.65432,0.15116,231,1482,0.68431,0.63324,0.46584,0.58039,13,0.02549,0.16049,0.01765,0.11111,1.44444,0.7284,0.52542,151,1508,0.28612,0.44068,0.33774,0.05283,0.32558,0.4186,0.36111
Maxime Cressy,USA,Grass,6,198,1531,73,1,5,0.16667,0,0.48733,0.48634,0.3125,2,0,0,8,2,0.25,0.8587,0.10989,37,1601,0.58418,0.79539,0.48178,0.66498,81,0.13636,0.88043,0.1229,0.79348,1.10959,0.44565,0.68293,357,1420,0.26842,0.38095,0.30847,0.08644,0.56044,0.45055,0.2439
Maxime Cressy,USA,Hard,5,198,1531,159,1,4,0.2,0,0.49601,0.47414,0.27273,1,0,0,5,1,0.2,0.85965,0.10169,37,1601,0.58989,0.7619,0.58219,0.6882,49,0.13764,0.85965,0.08989,0.5614,1.53125,0.45614,0.69231,357,1420,0.26538,0.43382,0.32323,0.09848,0.66102,0.23729,0.42857
Constant Lestienne,FRA,Hard,15,199,1531,129,4,11,0.26667,0,0.48002,0.45628,0.32432,5,2,0.4,4,1,0.25,0.67027,0.23757,330,1435,0.58904,0.658,0.46078,0.57695,89,0.07172,0.48108,0.03707,0.24865,1.93478,0.71892,0.54135,76,1529,0.30127,0.49417,0.37412,0.08275,0.51934,0.51381,0.46237
Juan Pablo Varillas,PER,Clay,16,201,1526,97,8,8,0.5,0,0.50239,0.49487,0.48936,8,4,0.5,5,2,0.4,0.73575,0.25888,239,1479,0.55719,0.67742,0.52952,0.61193,48,0.03922,0.2487,0.01552,0.09845,2.52632,0.65285,0.59524,155,1507,0.31986,0.54566,0.39845,0.04729,0.30964,0.62944,0.41129
Juan Pablo Varillas,PER,Hard,13,201,1526,291,4,9,0.30769,0,0.46548,0.42623,0.33333,3,1,0.33333,5,2,0.4,0.68667,0.17419,239,1479,0.58149,0.66667,0.46313,0.58149,72,0.06943,0.48,0.02411,0.16667,2.88,0.70667,0.5566,155,1507,0.22482,0.50133,0.33655,0.10397,0.62581,0.38065,0.45763
Tomas Barrios Vera,CHI,Clay,5,203,1525,172,2,3,0.4,0,0.46743,0.42308,0.45455,1,0,0,1,1,1,0.69231,0.15385,191,1498,0.66139,0.67943,0.4486,0.60127,19,0.06013,0.36538,0.04747,0.28846,1.26667,0.71154,0.56757,333,1437,0.21591,0.48361,0.3255,0.08054,0.46154,0.32692,0.47059
Shintaro Mochizuki,JPN,Hard,10,207,1520,226,3,7,0.3,0,0.47146,0.43204,0.34615,5,2,0.4,6,3,0.5,0.72549,0.14423,306,1447,0.54797,0.69761,0.47588,0.59738,28,0.0407,0.27451,0.03634,0.2451,1.12,0.62745,0.5625,44,1549,0.26683,0.46531,0.34039,0.09228,0.58654,0.50962,0.28302
Jurij Rodionov,AUT,Clay,6,211,1517,201,2,4,0.33333,0,0.49473,0.4965,0.35714,1,0,0,4,0,0,0.84722,0.14085,250,1475,0.57082,0.75188,0.5,0.64378,27,0.05794,0.375,0.0279,0.18056,2.07692,0.30556,0.5,196,1489,0.26367,0.50877,0.35062,0.06017,0.40845,0.59155,0.2381
Jurij Rodionov,AUT,Hard,7,211,1517,231,3,4,0.42857,0,0.48394,0.46528,0.44444,4,2,0.5,5,2,0.4,0.77465,0.16438,250,1475,0.61456,0.7108,0.48889,0.62527,31,0.06638,0.43662,0.0257,0.16901,2.58333,0.47887,0.52941,196,1489,0.27445,0.48619,0.35141,0.05422,0.36986,0.58904,0.27907
Abedallah Shelbayh,JOR,Hard,7,214,1515,188,2,5,0.28571,0,0.48183,0.46622,0.375,1,0,0,5,3,0.6,0.73973,0.2,212,1490,0.61155,0.67752,0.47179,0.59761,36,0.07171,0.49315,0.04781,0.32877,1.5,0.67123,0.61224,56,1542,0.30094,0.47887,0.35575,0.11497,0.70667,0.72,0.27778
Bernabe Zapata Miralles,ESP,Clay,9,231,1495,98,2,7,0.22222,0,0.46791,0.41818,0.30435,4,1,0.25,4,3,0.75,0.59292,0.23364,375,1396,0.69881,0.59735,0.41667,0.54293,23,0.03038,0.20354,0.02642,0.17699,1.15,0.9115,0.5534,91,1526,0.32681,0.53509,0.39107,0.03518,0.24299,0.71028,0.32895
Bernabe Zapata Miralles,ESP,Hard,12,231,1495,275,2,10,0.16667,0,0.45438,0.40959,0.24138,2,0,0,3,0,0,0.62687,0.19708,375,1396,0.65141,0.6018,0.46128,0.55282,13,0.01526,0.09701,0.02817,0.1791,0.54167,0.71642,0.47917,91,1526,0.27101,0.46483,0.34994,0.07347,0.43066,0.37956,0.51923
Pedro Cachin,ARG,Clay,21,233,1494,103,9,12,0.42857,1,0.49212,0.49165,0.49123,11,3,0.27273,8,5,0.625,0.73162,0.24719,265,1467,0.63574,0.6786,0.45937,0.59875,99,0.05635,0.36397,0.03187,0.20588,1.76786,0.58456,0.54088,170,1501,0.31281,0.48193,0.38001,0.04129,0.25843,0.56929,0.43421
Pedro Cachin,ARG,Hard,6,233,1494,304,0,6,0,0,0.43987,0.3875,0.22222,2,0,0,1,1,1,0.6625,0.1125,265,1467,0.65199,0.62701,0.46988,0.57233,23,0.04822,0.2875,0.03774,0.225,1.27778,0.4875,0.30769,170,1501,0.22973,0.43429,0.30573,0.10191,0.6,0.325,0.34615
Valentin Vacherot,FRA,Clay,6,235,1492,229,2,4,0.33333,0,0.50182,0.51724,0.4,3,1,0.33333,4,0,0,0.77273,0.25581,129,1523,0.66418,0.69101,0.47778,0.6194,10,0.03731,0.22727,0.02985,0.18182,1.25,0.43182,0.47368,199,1489,0.35196,0.45631,0.39007,0.05319,0.34884,0.5814,0.44
Sho Shimabukuro,JPN,Hard,8,246,1483,269,3,5,0.375,0,0.47891,0.46154,0.45,3,0,0,5,2,0.4,0.76056,0.16667,186,1500,0.55505,0.72314,0.5,0.62385,29,0.06651,0.40845,0.0344,0.21127,1.93333,0.39437,0.39286,293,1453,0.244,0.4555,0.3356,0.10884,0.66667,0.40278,0.41379
Patrick Kypson,USA,Hard,6,247,1482,236,3,3,0.5,0,0.49529,0.5,0.5,0,0,,3,2,0.66667,0.87324,0.12676,169,1509,0.64235,0.78388,0.51316,0.68706,55,0.12941,0.77465,0.02118,0.12676,6.11111,0.38028,0.66667,298,1451,0.20913,0.45679,0.30353,0.13176,0.78873,0.33803,0.375
Gabriel Diallo,CAN,Hard,10,249,1480,193,5,5,0.5,0,0.50708,0.5,0.5,2,1,0.5,2,1,0.5,0.80531,0.19469,89,1545,0.64837,0.70709,0.55274,0.65282,68,0.10089,0.60177,0.03858,0.23009,2.61538,0.41593,0.53191,276,1460,0.30204,0.51613,0.37398,0.0813,0.53097,0.46018,0.42308
Thiago Agustin Tirante,ARG,Clay,6,280,1450,221,3,3,0.5,0,0.49096,0.48214,0.52941,2,0,0,5,4,0.8,0.7619,0.20238,263,1468,0.70053,0.6475,0.52047,0.60946,11,0.01926,0.13095,0.01926,0.13095,1,0.67857,0.64912,261,1466,0.2866,0.48131,0.36449,0.0243,0.15476,0.4881,0.41463
Seong Chan Hong,KOR,Hard,6,346,1360,266,0,6,0,0,0.45761,0.41844,0.14286,2,0,0,2,0,0,0.71014,0.13889,363,1416,0.62658,0.64646,0.49153,0.58861,23,0.04852,0.33333,0.01688,0.11594,2.875,0.73913,0.60784,212,1484,0.22662,0.47024,0.31839,0.08296,0.51389,0.375,0.37037
